#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CAM6	NHX1	3702.Q03509	3702.Q68KI4	0	0	0	0	0.050	0.069	0.162	0.543	0.616
CAM6	WRKY33	3702.Q03509	3702.Q8S8P5	0	0	0	0	0	0.072	0.063	0.695	0.711
CAM6	CIPK24	3702.Q03509	3702.Q9LDI3	0	0	0	0	0	0.204	0.135	0.739	0.804
CAM6	HSP70-4	3702.Q03509	3702.Q9LHA8	0	0	0	0	0	0.216	0	0.785	0.824
CAM7	GPX6	3702.P59220	3702.O48646	0	0	0	0	0.055	0	0	0.575	0.581
CAM7	HSFA2	3702.P59220	3702.O80982	0	0	0	0	0	0	0.044	0.400	0.401
CAM7	CBL4	3702.P59220	3702.O81223	0	0	0	0	0	0.070	0.096	0.790	0.808
CAM7	DREB2A	3702.P59220	3702.O82132	0	0	0	0	0	0.077	0.083	0.400	0.447
CAM7	HSP90-1	3702.P59220	3702.P27323	0	0	0	0	0	0.045	0.171	0.359	0.448
CAM7	HSFA1A	3702.P59220	3702.P41151	0	0	0	0	0	0	0.044	0.559	0.560
CAM7	CLPB1	3702.P59220	3702.P42730	0	0	0	0	0.094	0	0	0.433	0.464
CAM7	PP2CA	3702.P59220	3702.P49598	0	0	0	0	0	0.079	0.070	0.579	0.607
CAM7	SUMO1	3702.P59220	3702.P55852	0	0	0	0	0.139	0.042	0.164	0.252	0.415
CAM7	HTR4	3702.P59220	3702.P59169	0	0	0	0	0.053	0	0	0.430	0.437
CAM7	DREB1A	3702.P59220	3702.Q9M0L0	0	0	0	0	0	0	0	0.400	0.400
CAM7	SIZ1	3702.P59220	3702.Q680Q4	0	0	0	0	0	0	0.170	0.310	0.402
CAM7	HMGB6	3702.P59220	3702.Q9SUP7	0	0	0	0	0.088	0	0.093	0.352	0.417
CAM7	CP1	3702.P59220	3702.Q9FDX6	0	0	0.159	0.740	0	0	0	0.375	0.452
CAM7	HTR2	3702.P59220	3702.P59226	0	0	0	0	0.139	0	0	0.407	0.468
CAM7	HKT1	3702.P59220	3702.Q84TI7	0	0	0	0	0	0	0	0.481	0.481
CAM7	WRKY40	3702.P59220	3702.Q9SAH7	0	0	0	0	0	0	0	0.491	0.491
CAM7	DREB1C	3702.P59220	3702.Q9SYS6	0	0	0	0	0	0	0	0.542	0.542
CAM7	ZAT12	3702.P59220	3702.Q42410	0	0	0	0	0	0.078	0.072	0.515	0.548
CAM7	ZAT10	3702.P59220	3702.Q96289	0	0	0	0	0	0.078	0.072	0.540	0.572
CAM7	HAB1	3702.P59220	3702.Q9CAJ0	0	0	0	0	0	0.079	0.070	0.548	0.579
CAM7	SAG113	3702.P59220	3702.Q9FIF5	0	0	0	0	0	0.079	0.070	0.549	0.579
CAM7	SCRM	3702.P59220	3702.Q9LSE2	0	0	0	0	0.059	0	0	0.577	0.584
CAM7	SRK2E	3702.P59220	3702.Q940H6	0	0	0	0	0	0.090	0.135	0.547	0.612
CAM7	NHX7	3702.P59220	3702.Q9LKW9	0	0	0	0	0.050	0.069	0.162	0.540	0.613
CAM7	NHX1	3702.P59220	3702.Q68KI4	0	0	0	0	0.050	0.069	0.162	0.543	0.616
CAM7	MYC2	3702.P59220	3702.Q39204	0	0	0	0	0	0	0	0.666	0.666
CAM7	WRKY33	3702.P59220	3702.Q8S8P5	0	0	0	0	0	0.072	0.063	0.680	0.697
CAM7	CIPK24	3702.P59220	3702.Q9LDI3	0	0	0	0	0	0.375	0.135	0.757	0.857
CAM7	HSP70-4	3702.P59220	3702.Q9LHA8	0	0	0	0	0	0.216	0	0.836	0.865
CBL4	NCED3	3702.O81223	3702.Q9LRR7	0	0	0	0	0	0	0	0.477	0.477
CBL4	RD22	3702.O81223	3702.Q08298	0	0	0	0	0	0.079	0.046	0.483	0.506
CBL4	COR15A	3702.O81223	3702.Q42512	0	0	0	0	0	0	0	0.540	0.540
CBL4	DREB1A	3702.O81223	3702.Q9M0L0	0	0	0	0	0	0	0	0.542	0.542
CBL4	SRK2E	3702.O81223	3702.Q940H6	0	0	0	0	0	0.090	0.135	0.476	0.551
CBL4	PP2CA	3702.O81223	3702.P49598	0	0	0	0	0	0.079	0.050	0.540	0.562
CBL4	DREB2A	3702.O81223	3702.O82132	0	0	0	0	0	0.077	0.083	0.599	0.630
CBL4	LTI65	3702.O81223	3702.Q04980	0	0	0	0	0	0	0	0.717	0.717
CBL4	RD29A	3702.O81223	3702.Q06738	0	0	0	0	0	0	0	0.740	0.740
CBL4	P5CSA	3702.O81223	3702.P54887	0	0	0	0	0	0	0	0.788	0.788
CBL4	CML10	3702.O81223	3702.P30187	0	0	0	0	0	0.070	0.096	0.789	0.807
CBL4	CP1	3702.O81223	3702.Q9FDX6	0	0	0	0	0	0.070	0.096	0.789	0.807
CBL4	HKT1	3702.O81223	3702.Q84TI7	0	0	0	0	0	0	0	0.926	0.926
CBL4	NHX1	3702.O81223	3702.Q68KI4	0	0	0	0	0.050	0.069	0.162	0.926	0.937
CBL4	NHX7	3702.O81223	3702.Q9LKW9	0	0	0	0	0.050	0.069	0.162	0.976	0.979
CBL4	CIPK24	3702.O81223	3702.Q9LDI3	0	0	0	0	0	0.983	0.135	0.999	0.999
CDC73	SPT6	3702.Q9LJ87	3702.A8MS85	0	0	0	0	0.094	0.892	0.587	0.466	0.975
CDC73	VIP6	3702.Q9LJ87	3702.B5X0I6	0	0	0	0	0.140	0.991	0.993	0.660	0.999
CDC73	F4IHD8_ARATH	3702.Q9LJ87	3702.F4IHD8	0	0	0	0	0.044	0.047	0.411	0	0.416
CDC73	SYD	3702.Q9LJ87	3702.F4IHS2	0	0	0	0	0.045	0.728	0.592	0.447	0.933
CDC73	SWC2	3702.Q9LJ87	3702.F4IP06	0	0	0	0	0	0.363	0	0.380	0.588
CDC73	GTC2	3702.Q9LJ87	3702.F4JME7	0	0	0	0	0.180	0.926	0.859	0.427	0.994
CDC73	RDM3	3702.Q9LJ87	3702.F4JW79	0	0	0	0	0	0.804	0.567	0.320	0.937
CDC73	H2AV	3702.Q9LJ87	3702.O23628	0	0	0	0	0	0.413	0	0.158	0.484
CDC73	NRPB4	3702.Q9LJ87	3702.O48890	0	0	0	0	0.048	0.961	0.173	0	0.966
CDC73	SUVR5	3702.Q9LJ87	3702.O64827	0	0	0	0	0	0.211	0.195	0.135	0.403
CDC73	F13P17.5	3702.Q9LJ87	3702.O80770	0	0	0	0	0	0.804	0.567	0.320	0.937
CDC73	NRPB8A	3702.Q9LJ87	3702.O81097	0	0	0	0	0	0.899	0.141	0.392	0.942
CDC73	DREB2A	3702.Q9LJ87	3702.O82132	0	0	0	0	0.051	0.237	0	0.323	0.467
CDC73	SPT16	3702.Q9LJ87	3702.O82491	0	0	0	0	0.180	0.926	0.969	0.427	0.998
CDC73	HTR4	3702.Q9LJ87	3702.P59169	0	0	0	0	0.044	0.609	0	0.512	0.801
CDC73	HTR2	3702.Q9LJ87	3702.P59226	0	0	0	0	0.044	0.609	0	0.499	0.796
CDC73	F24B9.25	3702.Q9LJ87	3702.P59259	0	0	0	0	0.075	0.934	0	0.357	0.957
CDC73	SSRP1	3702.Q9LJ87	3702.Q05153	0	0	0	0	0.080	0.990	0.983	0.448	0.999
CDC73	NRPB11	3702.Q9LJ87	3702.Q38859	0	0	0	0	0.060	0.962	0.173	0.244	0.974
CDC73	NRPB3	3702.Q9LJ87	3702.Q39211	0	0	0	0	0	0.899	0.141	0.242	0.928
CDC73	NRPD3B	3702.Q9LJ87	3702.Q39212	0	0	0	0	0	0.899	0.141	0.242	0.928
CDC73	F8A5.14	3702.Q9LJ87	3702.Q39216	0	0	0	0	0.061	0.856	0.095	0.155	0.882
CDC73	NRPE1	3702.Q9LJ87	3702.Q5D869	0	0	0	0	0	0.721	0.095	0.327	0.815
CDC73	NRPD4	3702.Q9LJ87	3702.Q6DBA5	0	0	0	0	0	0.894	0.141	0	0.905
CDC73	NRPB9A	3702.Q9LJ87	3702.Q6NLH0	0	0	0	0	0	0.892	0.141	0.205	0.919
CDC73	HKT1	3702.Q9LJ87	3702.Q84TI7	0	0	0	0	0	0	0	0.432	0.432
CDC73	HDA9	3702.Q9LJ87	3702.Q8H0W2	0	0	0	0	0.067	0.052	0.561	0	0.577
CDC73	NRPB9B	3702.Q9LJ87	3702.Q8L5V0	0	0	0	0	0	0.892	0.141	0.205	0.919
CDC73	MAH20.24	3702.Q9LJ87	3702.Q8LCQ3	0	0	0	0	0	0.889	0.587	0.465	0.973
CDC73	NRPB10	3702.Q9LJ87	3702.Q8LFJ6	0	0	0	0	0	0.892	0.141	0.141	0.913
CDC73	HTR12	3702.Q9LJ87	3702.Q8RVQ9	0	0	0	0	0.044	0.609	0	0.504	0.798
CDC73	EMB1674	3702.Q9LJ87	3702.Q8RWD7	0	0	0	0	0	0.684	0.095	0	0.701
CDC73	Q8RWS0_ARATH	3702.Q9LJ87	3702.Q8RWS0	0	0	0	0	0	0	0	0.505	0.505
CDC73	F16J13.140	3702.Q9LJ87	3702.Q94B03	0	0	0	0	0.044	0.609	0	0.194	0.672
CDC73	SPT42	3702.Q9LJ87	3702.Q94C60	0	0	0	0	0	0.889	0.587	0.465	0.973
CDC73	HTA9	3702.Q9LJ87	3702.Q9C944	0	0	0	0	0	0.413	0	0.158	0.484
CDC73	VIP5	3702.Q9LJ87	3702.Q9C950	0	0	0	0	0.131	0.991	0.955	0.849	0.999
CDC73	F16M19.22	3702.Q9LJ87	3702.Q9CAM1	0	0	0	0	0.094	0.892	0.587	0.428	0.973
CDC73	HDA7	3702.Q9LJ87	3702.Q9FH09	0	0	0	0	0.067	0.052	0.561	0	0.577
CDC73	NRPB6A	3702.Q9LJ87	3702.Q9FJ98	0	0	0	0	0.080	0.892	0.141	0.298	0.932
CDC73	HTR11	3702.Q9LJ87	3702.Q9FKQ3	0	0	0	0	0.044	0.609	0	0.471	0.785
CDC73	MUB3.7	3702.Q9LJ87	3702.Q9FLG3	0	0	0	0	0	0.804	0.098	0.320	0.869
CDC73	HDA6	3702.Q9LJ87	3702.Q9FML2	0	0	0	0	0.067	0.052	0.561	0	0.577
CDC73	VIP4	3702.Q9LJ87	3702.Q9FNQ0	0	0	0	0	0.213	0.991	0.993	0.799	0.999
CDC73	T6J4.12	3702.Q9LJ87	3702.Q9FX60	0	0	0	0	0.060	0.609	0	0.471	0.788
CDC73	MGH3	3702.Q9LJ87	3702.Q9FXI7	0	0	0	0	0.056	0.609	0	0.489	0.795
CDC73	HTA4	3702.Q9LJ87	3702.Q9T0H7	0	0	0	0	0	0.413	0	0.158	0.484
CDC73	HTA8	3702.Q9LJ87	3702.Q9SII0	0	0	0	0	0.137	0.413	0	0.158	0.536
CDC73	T5J17.190	3702.Q9LJ87	3702.Q9SMQ3	0	0	0	0	0.044	0.609	0	0.194	0.672
CDC73	TTL1	3702.Q9LJ87	3702.Q9MAH1	0	0	0	0	0	0.594	0.354	0.205	0.773
CDC73	T24H18.80	3702.Q9LJ87	3702.Q9LXU8	0	0	0	0	0.044	0.609	0	0.472	0.785
CDC73	F10A5.19	3702.Q9LJ87	3702.Q9LR02	0	0	0	0	0.044	0.609	0	0.471	0.785
CDC73	F17I14.140	3702.Q9LJ87	3702.Q9LXD0	0	0	0	0	0	0.804	0.098	0.320	0.869
CDC73	F22C12.10	3702.Q9LJ87	3702.Q9SH64	0	0	0	0	0	0.804	0.098	0.320	0.869
CDC73	NRPB10L	3702.Q9LJ87	3702.Q9SYA6	0	0	0	0	0	0.892	0.141	0.176	0.916
CDC73	NRPB6B	3702.Q9LJ87	3702.Q9SJ96	0	0	0	0	0	0.892	0.141	0.309	0.930
CDC73	GTA2	3702.Q9LJ87	3702.Q9STN3	0	0	0	0	0.058	0.804	0.567	0.320	0.938
CDC73	NRPB8B	3702.Q9LJ87	3702.Q9M1A8	0	0	0	0	0	0.899	0.141	0.378	0.941
CESA4	T7I23.15	3702.Q84JA6	3702.F4HVV6	0	0	0	0	0.042	0	0.329	0.237	0.466
CESA4	DREB2A	3702.Q84JA6	3702.O82132	0	0	0	0	0	0.414	0	0.111	0.456
CESA4	RH12	3702.Q84JA6	3702.Q9M2E0	0	0	0	0	0	0.282	0.197	0.237	0.521
CESA4	RH8	3702.Q84JA6	3702.Q8RXK6	0	0	0	0	0	0.282	0.197	0.237	0.521
CESA4	RH6	3702.Q84JA6	3702.Q94BV4	0	0	0	0	0	0.282	0.197	0.237	0.521
CHIP	DREB2A	3702.Q9SRS9	3702.O82132	0	0	0	0	0.044	0	0	0.518	0.520
CHIP	HSP90-1	3702.Q9SRS9	3702.P27323	0	0	0	0	0.045	0.415	0.428	0.307	0.748
CHIP	HTR4	3702.Q9SRS9	3702.P59169	0	0	0	0	0	0	0	0.597	0.597
CHIP	HTR2	3702.Q9SRS9	3702.P59226	0	0	0	0	0	0	0	0.597	0.597
CHIP	HTR12	3702.Q9SRS9	3702.Q8RVQ9	0	0	0	0	0	0	0	0.699	0.699
CHIP	HTR11	3702.Q9SRS9	3702.Q9FKQ3	0	0	0	0	0	0	0	0.573	0.573
CHIP	HDA6	3702.Q9SRS9	3702.Q9FML2	0	0	0	0	0	0.055	0	0.412	0.421
CHIP	T6J4.12	3702.Q9SRS9	3702.Q9FX60	0	0	0	0	0	0	0	0.598	0.598
CHIP	MGH3	3702.Q9SRS9	3702.Q9FXI7	0	0	0	0	0	0	0	0.572	0.572
CHIP	KEG	3702.Q9SRS9	3702.Q9FY48	0	0	0	0	0.067	0.075	0.046	0.435	0.473
CHIP	HSP70-4	3702.Q9SRS9	3702.Q9LHA8	0	0	0	0	0	0.802	0	0.979	0.995
CHIP	F10A5.19	3702.Q9SRS9	3702.Q9LR02	0	0	0	0	0	0	0	0.573	0.573
CHIP	T24H18.80	3702.Q9SRS9	3702.Q9LXU8	0	0	0	0	0	0	0	0.574	0.574
CHIP	SDIR1	3702.Q9SRS9	3702.Q9M2S6	0	0	0	0	0	0	0.083	0.657	0.672
CHIP	HSP70-8	3702.Q9SRS9	3702.Q9SKY8	0	0	0	0	0	0.614	0	0.105	0.639
CIPK24	DREB2A	3702.Q9LDI3	3702.O82132	0	0	0	0	0	0	0	0.651	0.651
CIPK24	CML10	3702.Q9LDI3	3702.P30187	0	0	0	0	0	0.204	0.135	0.739	0.804
CIPK24	PP2CA	3702.Q9LDI3	3702.P49598	0	0	0	0	0	0.109	0.089	0.540	0.594
CIPK24	P5CSA	3702.Q9LDI3	3702.P54887	0	0	0	0	0	0	0	0.777	0.777
CIPK24	LTI65	3702.Q9LDI3	3702.Q04980	0	0	0	0	0	0	0	0.716	0.716
CIPK24	RD29A	3702.Q9LDI3	3702.Q06738	0	0	0	0	0	0	0	0.760	0.760
CIPK24	RD22	3702.Q9LDI3	3702.Q08298	0	0	0	0	0	0.077	0	0.547	0.564
CIPK24	COR15A	3702.Q9LDI3	3702.Q42512	0	0	0	0	0	0	0	0.548	0.548
CIPK24	NHX1	3702.Q9LDI3	3702.Q68KI4	0	0.001	0	0	0	0	0	0.926	0.926
CIPK24	HKT1	3702.Q9LDI3	3702.Q84TI7	0	0	0	0	0	0	0	0.918	0.918
CIPK24	HAB1	3702.Q9LDI3	3702.Q9CAJ0	0	0	0	0	0.046	0.109	0.089	0.492	0.553
CIPK24	CP1	3702.Q9LDI3	3702.Q9FDX6	0	0	0	0	0	0.090	0.135	0.739	0.776
CIPK24	SAG113	3702.Q9LDI3	3702.Q9FIF5	0	0	0	0	0	0.109	0.089	0.400	0.470
CIPK24	NCED3	3702.Q9LDI3	3702.Q9LRR7	0	0	0	0	0.056	0	0	0.399	0.408
CIPK24	DREB1A	3702.Q9LDI3	3702.Q9M0L0	0	0	0	0	0	0	0	0.598	0.598
CIPK24	NHX7	3702.Q9LDI3	3702.Q9LKW9	0	0	0	0	0	0.292	0	0.992	0.994
CKB1	VIP6	3702.P40228	3702.B5X0I6	0	0	0	0	0	0.438	0	0.127	0.488
CKB1	GTC2	3702.P40228	3702.F4JME7	0	0	0	0	0	0.671	0.592	0	0.860
CKB1	DREB2A	3702.P40228	3702.O82132	0	0	0	0	0	0.346	0	0.160	0.427
CKB1	SPT16	3702.P40228	3702.O82491	0	0	0	0	0.055	0.671	0.592	0	0.862
CKB1	PP2C27	3702.P40228	3702.P93006	0	0	0	0	0	0.059	0	0.547	0.555
CKB1	DRIP1	3702.P40228	3702.Q9M9Y4	0	0	0	0	0.084	0.204	0.241	0.368	0.604
CKB1	SSRP1	3702.P40228	3702.Q05153	0	0	0	0	0.060	0.816	0.634	0	0.931
CLPB1	GOLS1	3702.P42730	3702.O22893	0	0	0	0	0.117	0	0	0.738	0.758
CLPB1	HSFA4A	3702.P42730	3702.O49403	0	0	0	0	0.062	0	0	0.660	0.667
CLPB1	HSFA2	3702.P42730	3702.O80982	0	0	0	0	0.465	0	0	0.927	0.959
CLPB1	HSFA1B	3702.P42730	3702.O81821	0	0	0	0	0.062	0	0	0.790	0.794
CLPB1	HSP17.7	3702.P42730	3702.O81822	0.055	0	0	0	0.721	0.072	0	0.828	0.952
CLPB1	DREB2A	3702.P42730	3702.O82132	0	0	0	0	0.134	0	0	0.759	0.782
CLPB1	HSP18.1	3702.P42730	3702.P19037	0.055	0	0	0	0.368	0.072	0	0.895	0.934
CLPB1	HSP90-1	3702.P42730	3702.P27323	0.072	0	0	0	0.622	0.063	0	0.889	0.958
CLPB1	CML10	3702.P42730	3702.P30187	0	0	0	0	0.094	0	0	0.399	0.432
CLPB1	HSP21	3702.P42730	3702.P31170	0.055	0	0	0	0.589	0.072	0	0.901	0.959
CLPB1	HSFA1A	3702.P42730	3702.P41151	0	0	0	0	0.062	0	0	0.825	0.829
CLPB1	CP1	3702.P42730	3702.Q9FDX6	0	0	0	0	0.107	0	0	0.418	0.458
CLPB1	HSFA6b	3702.P42730	3702.Q9LUH8	0	0	0	0	0.062	0	0	0.524	0.535
CLPB1	HSFA5	3702.P42730	3702.Q94BZ5	0	0	0	0	0.062	0	0	0.551	0.560
CLPB1	HSFC1	3702.P42730	3702.Q9LV52	0	0	0	0	0.062	0	0	0.555	0.565
CLPB1	HSFA1D	3702.P42730	3702.Q9LQM7	0	0	0	0	0.062	0	0	0.725	0.731
CLPB1	HSFA7A	3702.P42730	3702.Q9SV12	0	0	0	0	0.118	0	0	0.726	0.748
CLPB1	HSFA9	3702.P42730	3702.Q9LVW2	0	0	0	0	0.062	0	0	0.746	0.751
CLPB1	HSFA1E	3702.P42730	3702.Q9SCW5	0	0	0	0	0.062	0	0	0.761	0.767
CLPB1	HSFB2B	3702.P42730	3702.Q9T0D3	0	0	0	0	0.228	0	0	0.756	0.804
CLPB1	HSFB2A	3702.P42730	3702.Q9SCW4	0	0	0	0	0.126	0	0	0.789	0.807
CLPB1	HSFA3	3702.P42730	3702.Q8GYY1	0	0	0	0	0.090	0	0	0.800	0.811
CLPB1	HSFB1	3702.P42730	3702.Q96320	0	0	0	0	0.118	0	0	0.800	0.817
CLPB1	MBF1C	3702.P42730	3702.Q9LV58	0	0	0	0	0.521	0	0	0.803	0.902
CLPB1	HSA32	3702.P42730	3702.Q8GWL1	0	0	0	0	0.255	0	0	0.899	0.921
CLPB1	HSP26.5	3702.P42730	3702.Q9SSQ8	0.055	0	0	0	0.624	0.072	0	0.797	0.924
CLPB1	HSP70-8	3702.P42730	3702.Q9SKY8	0.054	0	0	0	0.582	0.244	0	0.802	0.933
CLPB1	HSP70-4	3702.P42730	3702.Q9LHA8	0.054	0	0	0	0.602	0.244	0	0.953	0.985
CLPD	NAC016	3702.P42762	3702.A4FVP6	0	0	0	0	0.071	0	0	0.492	0.507
CLPD	NAC098	3702.P42762	3702.O04017	0	0	0	0	0	0	0	0.548	0.548
CLPD	PXG3	3702.P42762	3702.O22788	0	0	0	0	0.056	0	0	0.719	0.723
CLPD	DREB2A	3702.P42762	3702.O82132	0	0	0	0	0.061	0	0	0.785	0.789
CLPD	COR47	3702.P42762	3702.P31168	0	0	0	0	0.048	0	0	0.433	0.437
CLPD	JUB1	3702.P42762	3702.Q9SK55	0	0	0	0	0.076	0	0	0.400	0.421
CLPD	HSP70-8	3702.P42762	3702.Q9SKY8	0.054	0	0	0	0.275	0.244	0	0.131	0.489
CLPD	TTL1	3702.P42762	3702.Q9MAH1	0.084	0	0	0	0.060	0.088	0	0.474	0.531
CLPD	DREB1A	3702.P42762	3702.Q9M0L0	0	0	0	0	0	0	0	0.541	0.541
CLPD	P5CSA	3702.P42762	3702.P54887	0.083	0	0	0	0	0	0	0.523	0.543
CLPD	MYC2	3702.P42762	3702.Q39204	0	0	0	0	0	0	0	0.549	0.549
CLPD	NCED3	3702.P42762	3702.Q9LRR7	0	0	0	0	0	0	0	0.600	0.600
CLPD	COR15A	3702.P42762	3702.Q42512	0	0	0	0	0	0	0	0.655	0.655
CLPD	NAC096	3702.P42762	3702.Q9LS24	0	0	0	0	0	0	0	0.660	0.660
CLPD	LTI65	3702.P42762	3702.Q04980	0	0	0	0	0	0	0	0.740	0.740
CLPD	NAC002	3702.P42762	3702.Q39013	0	0	0	0	0.061	0	0	0.739	0.744
CLPD	HSP70-4	3702.P42762	3702.Q9LHA8	0.054	0	0	0	0.278	0.244	0	0.612	0.773
CLPD	RD29A	3702.P42762	3702.Q06738	0	0	0	0	0.048	0	0	0.793	0.794
CLPD	RD22	3702.P42762	3702.Q08298	0	0	0	0	0.051	0	0	0.795	0.797
CLPD	NAC072	3702.P42762	3702.Q93VY3	0	0	0	0	0.077	0	0	0.796	0.803
CLPD	NAC055	3702.P42762	3702.Q9LDY8	0	0	0	0	0.079	0	0	0.806	0.813
CLPD	NAC019	3702.P42762	3702.Q9C932	0	0	0	0	0.093	0	0	0.803	0.813
CLPD	ZHD11	3702.P42762	3702.Q9SEZ1	0	0	0	0	0	0	0	0.881	0.881
CML10	GPX6	3702.P30187	3702.O48646	0	0	0	0	0.055	0	0	0.570	0.576
CML10	HSFA2	3702.P30187	3702.O80982	0	0	0	0	0	0	0.044	0.400	0.401
CML10	DREB2A	3702.P30187	3702.O82132	0	0	0	0	0	0.077	0.083	0.401	0.448
CML10	HSP90-1	3702.P30187	3702.P27323	0	0	0	0	0	0.045	0.171	0.348	0.439
CML10	WRKY18	3702.P30187	3702.Q9C5T4	0	0	0	0	0.055	0	0	0.400	0.408
CML10	HMGB6	3702.P30187	3702.Q9SUP7	0	0	0	0	0.061	0	0.093	0.371	0.417
CML10	HTR2	3702.P30187	3702.P59226	0	0	0	0	0.060	0	0	0.407	0.419
CML10	HTR4	3702.P30187	3702.P59169	0	0	0	0	0.044	0	0	0.428	0.430
CML10	WRKY40	3702.P30187	3702.Q9SAH7	0	0	0	0	0.045	0	0	0.434	0.436
CML10	HKT1	3702.P30187	3702.Q84TI7	0	0	0	0	0	0	0	0.474	0.474
CML10	DREB1C	3702.P30187	3702.Q9SYS6	0	0	0	0	0	0	0	0.513	0.513
CML10	HSFA1A	3702.P30187	3702.P41151	0	0	0	0	0	0	0.044	0.514	0.515
CML10	ZAT12	3702.P30187	3702.Q42410	0	0	0	0	0.044	0.078	0.072	0.540	0.573
CML10	ZAT10	3702.P30187	3702.Q96289	0	0	0	0	0	0.078	0.072	0.546	0.577
CML10	HAB1	3702.P30187	3702.Q9CAJ0	0	0	0	0	0	0.079	0.070	0.549	0.579
CML10	SCRM	3702.P30187	3702.Q9LSE2	0	0	0	0	0.059	0	0	0.574	0.581
CML10	SAG113	3702.P30187	3702.Q9FIF5	0	0	0	0	0	0.079	0.070	0.570	0.599
CML10	MYC2	3702.P30187	3702.Q39204	0	0	0	0	0	0	0	0.600	0.600
CML10	SRK2E	3702.P30187	3702.Q940H6	0	0	0	0	0	0.090	0.135	0.543	0.608
CML10	NHX7	3702.P30187	3702.Q9LKW9	0	0	0	0	0.050	0.069	0.162	0.540	0.613
CML10	NHX1	3702.P30187	3702.Q68KI4	0	0	0	0	0.050	0.069	0.162	0.542	0.615
CML10	PP2CA	3702.P30187	3702.P49598	0	0	0	0	0	0.079	0.070	0.598	0.625
CML10	CP1	3702.P30187	3702.Q9FDX6	0	0	0.494	0	0	0	0	0.375	0.670
CML10	WRKY33	3702.P30187	3702.Q8S8P5	0	0	0	0	0.060	0.072	0.063	0.695	0.717
CML10	HSP70-4	3702.P30187	3702.Q9LHA8	0	0	0	0	0	0.216	0	0.785	0.824
COR15A	LEA14	3702.Q42512	3702.O03983	0	0	0	0	0.251	0	0	0.680	0.750
COR15A	ZAT6	3702.Q42512	3702.O22533	0	0	0	0	0.042	0	0	0.480	0.480
COR15A	PXG3	3702.Q42512	3702.O22788	0	0	0	0	0.171	0	0	0.720	0.757
COR15A	DREB2A	3702.Q42512	3702.O82132	0	0	0	0	0.044	0	0	0.805	0.805
COR15A	COR47	3702.Q42512	3702.P31168	0	0	0	0	0.169	0	0	0.929	0.938
COR15A	KIN2	3702.Q42512	3702.P31169	0	0	0	0	0.211	0	0	0.926	0.939
COR15A	XERO2	3702.Q42512	3702.P42758	0	0	0	0	0.254	0	0	0.720	0.782
COR15A	ERD10	3702.Q42512	3702.P42759	0	0	0	0	0.139	0	0	0.890	0.901
COR15A	P5CSA	3702.Q42512	3702.P54887	0	0	0	0	0.071	0	0	0.770	0.777
COR15A	EM6	3702.Q42512	3702.Q02973	0	0	0	0	0	0	0	0.579	0.579
COR15A	LTI65	3702.Q42512	3702.Q04980	0	0	0	0	0.097	0	0	0.926	0.930
COR15A	RD29A	3702.Q42512	3702.Q06738	0	0	0	0	0.447	0	0	0.963	0.978
COR15A	EM1	3702.Q42512	3702.Q07187	0	0	0	0	0	0	0	0.576	0.576
COR15A	RD22	3702.Q42512	3702.Q08298	0	0	0	0	0.106	0	0	0.855	0.864
COR15A	NAC002	3702.Q42512	3702.Q39013	0	0	0	0	0	0	0	0.432	0.432
COR15A	SRK2D	3702.Q42512	3702.Q39192	0	0	0	0	0	0	0	0.408	0.408
COR15A	MYC2	3702.Q42512	3702.Q39204	0	0	0	0	0	0	0	0.432	0.432
COR15A	ZAT12	3702.Q42512	3702.Q42410	0	0	0	0	0	0	0	0.784	0.784
COR15A	NAC019	3702.Q42512	3702.Q9C932	0	0	0	0	0.078	0	0	0.396	0.419
COR15A	HDA6	3702.Q42512	3702.Q9FML2	0	0	0	0	0	0	0	0.431	0.431
COR15A	ZEP	3702.Q42512	3702.Q9FGC7	0	0	0	0	0.044	0	0	0.485	0.486
COR15A	HSFA3	3702.Q42512	3702.Q8GYY1	0	0	0	0	0	0	0	0.494	0.493
COR15A	RAV1	3702.Q42512	3702.Q9ZWM9	0	0	0	0	0	0	0	0.513	0.513
COR15A	NHX7	3702.Q42512	3702.Q9LKW9	0	0	0	0	0	0	0	0.540	0.540
COR15A	SRK2E	3702.Q42512	3702.Q940H6	0	0	0	0	0.045	0	0	0.540	0.541
COR15A	LEA7	3702.Q42512	3702.Q96270	0	0	0	0	0.100	0	0	0.541	0.569
COR15A	SIZ1	3702.Q42512	3702.Q680Q4	0	0	0	0	0	0	0	0.575	0.575
COR15A	RCI2A	3702.Q42512	3702.Q9ZNQ7	0	0	0	0	0.170	0	0	0.513	0.578
COR15A	NAC072	3702.Q42512	3702.Q93VY3	0	0	0	0	0.071	0	0	0.597	0.609
COR15A	COR15B	3702.Q42512	3702.Q9SIN5	0	0	0	0.972	0.617	0	0	0.066	0.626
COR15A	MYB15	3702.Q42512	3702.Q9LTC4	0	0	0	0	0	0	0	0.720	0.720
COR15A	ZAT10	3702.Q42512	3702.Q96289	0	0	0	0	0	0	0	0.758	0.758
COR15A	HOS1	3702.Q42512	3702.Q84JU6	0	0	0	0	0	0	0	0.758	0.758
